year,context,cluster
1,kandil ve devlet arasında benimle birlikte mekik dokudu ölümleri durdurmak suç mudur bu neyin intikamıdır halkın kamuoyunun bunu bilmesi ve görmesi,17
1,devletin bilgisi onayı ve talebi doğrultusunda yapıldı eğer bu görüşmeler suç ise ki asla değil peki buna onay veren erdoğan dâhil,17
1,dâhil hükûmet ve devlet yetkililerinin de içeride olması gerekmez mi suç olmadığına göre arkadaşlarımızın derhâl serbest bırakılması gerekir lütfü türkkan kocaeli,28
1,diyarbakır e tipi cezaevinde ve hukuksuzluğa haksızlığa karşı insanlığa karşı suç olan tecride dair açlık grevinin 33 üncü gününde bütün dünya,6
1,sebep neymiş açlık grevine girmişler açlık grevi dünyanın hiçbir yerinde suç değildir hiçbir ceza kanununda suç olarak nitelendirilemez dünyanın en masum,6
1,açlık grevi dünyanın hiçbir yerinde suç değildir hiçbir ceza kanununda suç olarak nitelendirilemez dünyanın en masum en meşru yöntemidir kişiler insanlar,6
1,bedenlerini açlığa yatırıyorlar bir talep uğruna açlık grevinin kamu düzeniyle suç ve ceza ilişkisiyle hiçbir şekilde ilgisi yoktur i şte ömrünü,17
1,bakanlarımızla ilgili ak parti grup toplantısında ne işleri var anayasal suç gibi hakikaten hakikatle alakası olmayan hayrete düşürecek cümleler sarf edildi,8
1,özeti bu değerli milletvekilim daha sonra detayları görüşürüz ama anayasal suç dememiz nedeniyle ben söz aldım yoksa eleştirileri her zaman ortaya,18
1,yoksa eleştirileri her zaman ortaya koyabilirsiniz ancak bunun anayasal bir suç olduğu cümlesini lütfen tashih edelim teşekkür ederim i brahi m,9
1,ihtiyacı var anayasal suçtan kastım şudur anayasa ya aykırılıktır buradaki suç da muhammet emi n akbaşoğlu çankırı alakası yok i smai,18
1,veriyoruz bugün de gittik adliyede i yi parti grubu olarak suç duyurusunda bulunduk mikrofon otomatik cihaz tarafından kapatıldı başkan toparlayalım sayın,10
1,kişi mahkemeye çıkartıldıklarında hayrettin eren de bizimle birlikte gözaltındaydı diyerek suç duyurusunda bulundular mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun engi,20
1,kck pkk kılıfına uydurularak söyleniyor partimizin yaptığı etkinliklere katılmak bir suç gibi gösteriliyor biz bir siyasal partiyiz dolayısıyla bizim eylem etkinlik,34
1,burada ifade ettikleri tarzda teröristlere hürmet eden iltifat eden işin suç olduğunu i ç tüzük e ekleyen bu parti yasi n,7
1,derece yanıltıcıdır bu 6 yurttaşımızla ilgili olarak arama kaydı olabilir suç kaydı olabilir yakalamayla ilgili karar olabilir bu cumhuriyetin yapması gereken,16
1,yıpratmamak karalamamak gibi şeylerden bahsediyoruz ama bir vaka oluyorsa bir suç işleniyorsa ve suçun işlendiği yer cezaevi gibi bir yerse onların,12
1,otomatik cihaz tarafından kapatıldı başkan buyurun meral daniş beştaş siirt suç olduğunu dikte ettirmeye çalışıyorlar biz bunu kesinlikle hükûmetin savaş politikasının,22
1,o 2 not etmek istiyorum barış istemek dünyanın hiçbir yerinde suç değildir türkiye de de değildir ve yüzleşme olduğu takdirde bu,6
1,girmesi ve işçilere haklarını anlatması aralarında whatsapp grubu kurmaları da suç sayılmıştı ve sendikacı örgütlenme yapıyormuş sendikacı başka ne yapar arkadaşlar,18
1,arada inşaat alanına gelen milletvekillerini işçilerin izlemeleri onlara bakmaları da suç sayılmış böyleydi iddianame şöyle dedi bir işçi ayağımda terlik vardı,32
1,burada hiç kimseyi eleştirmek veya kimseyi suçlamak manasında konuşmuyorum bir suç varsa bu hepimizin zaten ha daha az daha fazla ama,9
1,müşahede etmek imkânı bulacaktır gençliği suça iten sebepler ortadan kaldırılarak suç işlenmiş ve hüküm giymiş gençler potansiyel suçlu olmaktan çıkarılarak yeniden,8
1,il binasından çıktıktan sonra kendisini o araçta buluyor ortada bir suç olmadığı gibi gözaltı işlemi de yok gençlik meclisi üyelerimiz saatlerce,8
1,başkanımız önümüzü arkamızı kollayacak i ç tüzük işletilecek yasalar işletilecek suç ve suçluyu övmenin neyi gerektirdiğine dair hukuku hatırlatmak meclis başkanımızın,8
1,çok ceza aldık ancak 2011 yılında yargıtay 8 dairesi bunu suç ve suçluyu övmek kavramından çıkarmıştır dolayısıyla yargının böyle bir kararı,3
1,kavramından çıkarmıştır dolayısıyla yargının böyle bir kararı yoktur yargı bunun suç olmadığına kanaat getirmiştir böyle bir karar da vardır lütfü türkkan,3
1,olarak tanımlanan meşru ve barışçıl eylemlerdir dünyanın hiçbir yerinde de suç değildir ve dört duvar arasında bir tutsağın en son çare,21
1,toplantıdan bir bölümü neden yayınladınız diye ceza veriyor açıkça anayasal suç işliyor rtük bunu burada bir kez daha tekrar etmek istiyoruz,9
1,esas itibarıyla budur bunu kınıyoruz ve kesinlikle yanlış olduğunu ve suç işlediklerini bir kez daha vurguluyoruz i kincisi tuhaflıklar bitmiyor biliyorsunuz,25
1,sayın vekilim tamamlayacağım lütfen ben ön yargılı bir insan değilim suç isnat etmiyorum kimseye şerefsiz demiyorum arkadaşlarınızın yaptığı gibi aytun çiray,33
1,olarak demokratik hukuk devletinde kime karşı hangi vatandaşımıza karşı bir suç teşebbüsü varsa o suç teşebbüsüyle ilgili yargısal yollar herkes için,10
1,kime karşı hangi vatandaşımıza karşı bir suç teşebbüsü varsa o suç teşebbüsüyle ilgili yargısal yollar herkes için açıktır sali he aydeni,10
1,ülkenin toplumsal yapısıyla ilgili kadın cinayetlerinin engellenmesi cinsel istismar vakaları suç hırsızlıkla mücadele ve huzurlu güvenli bir toplum için mücadele etse,11
1,van barosu bunu tespit etmiş hastane raporuyla tespit edilmiş ve suç duyurusunda bulunulmuştur yine ankara da ülkenin başkentinde çamlık mahallesi nde,1
1,onama kararı çıktı bu onama kararı bir kez daha gazeteciliğin suç sayıldığını gösteriyor bizlere ve bunu kınadığımızı paylaşmak istiyorum az önce,18
1,görmek bir defa şunu belirtmemiz lazım prensip olarak bir insan suç işlerken yakalandığı an ve devamında devam eden süreçler de dâhil,17
1,bu tarz görevlerde ben merve demirel hanımefendi nin yapmış olduğu suç duyurusunu anlamlı buluyorum parti olarak sonuna kadar bunun takipçisi olacağız,18
1,efendim işte bakıyorsunuz hâkim herkese dokunulabilir bunun sınırları var çünkü suç işlemek her insan maalesef ve maalesef mesleğinden bağımsız olarak dünyada,17
1,maalesef ve maalesef mesleğinden bağımsız olarak dünyada ve türkiye de suç işleyebilir bütün mesele hukuka uygun şekilde bu süreçlerin takip edilmesidir,25
1,çıkarttıklarını söylüyorum ve son olarak gerçekten arkadaşlar bu ülkede herkes suç işleyebilir size göre özlem zengi n tokat evet herkes işleyebilir,12
1,n tokat evet herkes işleyebilir erkan baş i stanbul milletvekili suç işleyebilir gazeteci suç işleyebilir avukat suç işleyebilir sadece akp ye,12
1,herkes işleyebilir erkan baş i stanbul milletvekili suç işleyebilir gazeteci suç işleyebilir avukat suç işleyebilir sadece akp ye üye olanlar ve,12
1,baş i stanbul milletvekili suç işleyebilir gazeteci suç işleyebilir avukat suç işleyebilir sadece akp ye üye olanlar ve yandaşları suç işleyemez,12
1,avukat suç işleyebilir sadece akp ye üye olanlar ve yandaşları suç işleyemez ben de bunu kabul etmiyorum chp ve hdp sıralarından,12
1,başkan buyurun özlem zengi n tokat çok net söylüyorum herkes suç işleyebilir i şliyorsa da bu ülkede bunun cezasını çeker herkes,18
1,demişiz tutukluluk süreleri kısıtlansın denetimli serbestlikte bunlar yargılansın varsa bir suç çıkan neticeye göre karar verilsin diyen biziz hodri meydan diyorum,17
1,ortaya çıkaran van barosu ve avukatlar hakkında emniyet genel müdürlüğü suç duyurusunda bulunuyor van emniyeti de değil emniyet genel müdürlüğü suç,13
1,suç duyurusunda bulunuyor van emniyeti de değil emniyet genel müdürlüğü suç duyurusunda bulunuyor 892 tbmm b 55 20 2 2019 o,13
1,örgütüne destek veren tavrı nedeniyle ilgili baro ve avukatlar hakkında suç duyurusunda bulunulmuştur denilmektedir sormak istiyorum tıpkı bir akp yetkilisi gibi,18
1,sayın başkan başkan tabii tabii buyurun özlem zengi n tokat suç duyurusunda bulunulduğunu ifade etti tekrar söz alarak bu mevzuyu çok,18
1,bunu takip edeceğimizi söyledim kendisi de zaten sağ olsun bana suç duyurusundan bir örnek verdi o örneği de okudum ve takipçisi,14
1,konu konuşulurken lütfen bu konuyu hacminde konuşalım kaldı ki bir suç duyurusu var biraz evvel sayın hatip de ifade etti olayın,20
1,hepsini gördüm ali mahi r başarir mersin taksirle işlenen bir suç değildir özlem zengi n tokat arkadaşım bir saniye başkan değerli,17
1,bakar mısınız siz her biriniz şunu söylüyorsunuz i nsanlar bir suç işledikleri zaman hiç olmazsa yargıya intikal eden konularda şu zerre,9
1,efendim meral daniş beştaş siirt osman kavala ya ilişkin açıkça suç işlediğini kesin hüküm varmış gibi konuştu buna ilişkin ben yerimden,12
1,uluslararası alanda saygın ve bizim de saygı duyduğumuz ve kesinlikle suç işlemediğine inandığımız bir şahsiyettir kayıtlara geçsin başkan teşekkür ederim sayın,8
1,iptali neden ve hangi yasal dayanağa göre yapıldı kimler hakkında suç duyurusunda bulunuldu karar 7 asıl üye yerine neden yedeklerle birlikte,17
1,teşekkür ederim engi n özkoç sakarya efendim kişi zaten bir suç işlemiş ali öztunç kahramanmaraş ama demiştir başkan özlem zengi n,19
1,göstermese de olur engi n özkoç sakarya kişi zaten bir suç işlemiş şimdi ben şöyle yaptım i mamoğlu yunan diye yazdım,19
1,efendim başkan sayın zengin özlem zengi n tokat açık olarak suç istinat etmiştir sayın milletvekili çok açık bir şekilde meclis başkanımıza,18
1,istinat etmiştir sayın milletvekili çok açık bir şekilde meclis başkanımıza suç istinat etmiştir bu bir yalandır külliyen yalandır o sebeple bu,9
1,cellatlığıdır diye bir açıklaması vardı doğrudur o da doğrudur bunlar suç olmayabilir yani sayın meclis başkanımızın geçmişte televizyon programlarında yanlış anlaşılmaya,15
1,geçmişte televizyon programlarında yanlış anlaşılmaya yönelik cümleleri de bugün için suç kabul edilmeyebilir edilmemeli de ama ta buradan türkiye den kalkıp,15
1,emniyeti yargıyı türk silahlı kuvvetlerini ve bürokrasiyi ele geçiren karanlık suç örgütü fetö nün sadece ahlak değil akıl sınırlarını da zorlayan,25
1,olabilir sadede gelelim yani adalet bakani abdulhami t gül makul suç şüphesi olmaksızın tutuklandığı iddiasını esastan inceliyor makul suç şüphesi yok,16
1,gül makul suç şüphesi olmaksızın tutuklandığı iddiasını esastan inceliyor makul suç şüphesi yok ve tutuklandı diye bir iddia var ai hm,16
1,diye bir iddia var ai hm bakıyor esastan inceliyor başvuranın suç işlediği yönünde bağımsız bir gözlemciyi ikna edecek düzeyde ilgili kişinin,17
1,yönünde bağımsız bir gözlemciyi ikna edecek düzeyde ilgili kişinin makul suç şüphesi bulunduğunu ai hm tespit ediyor i fade özgürlüğü ihlal,17
1,ai hm olarak bir tutuklamayı haklı görüyorsanız tutuklama yerindedir makul suç şüphesi vardır diyorsanız bu tutuklama siyasi nedenle olmuştur diyemezsiniz bu,16
1,asla böyle bir şey kabul edilemez ai hm tutuklamanın makul suç şüphesiyle yerinde olduğunu tespit etmiştir elbette bu konuyla ilgili de,3
1,sallamanın hevesi terörle buluşsa o zaman oraya lazistan demek de suç olur yani bu topraklarda kırk yıldır çocuklarımızın millet istikbalimizin üstünde,18
1,hâline dönüştürüldüğümüz ortadadır i yi doğru ve adaletli yönetilen ülkelerde suç artmaz azalır bunu demokrasisi gelişmiş hukuku üstün ve yargısı bağımsız,21
1,getirdi o savcıların atandığı kararnamelerin altında kimin imzası var buradaki suç ortağı kim elbette bunun suç ortakları onları oraya getirenler yargıyı,18
1,altında kimin imzası var buradaki suç ortağı kim elbette bunun suç ortakları onları oraya getirenler yargıyı fetö ye teslim edenler yani,18
1,söylediğini ben ağzıma almaya utanırım eminim siz de utanırsınız onları suç saymayan savcı mesela faizci tefeci tayyip sözünü suç saydı ve,18
1,utanırsınız onları suç saymayan savcı mesela faizci tefeci tayyip sözünü suç saydı ve fezleke gönderdi merak edenler gidip anayasa komisyonunda bakabilir,18
1,olarak atarsınız bir mahkeme içinde 5 heyet var sanığa ve suç türüne göre heyetler oluşturuluyor mahkemelerde yargıyı da çürüttünüz sayın bakan,10
1,bugün söyleyin nerede ihlal varsa bu konuyla ilgili en başta suç duyurusunu ben yaparım cengi z gökçel mersin siz ne iş,18
1,şurada bir şey göstermek istiyorum var olan bölgede 2 tane suç işleniyor bakın ben size burada net söylüyorum çed raporu 45,23
1,var mı örgütle bir ilişkiniz var mı gibi sorular bir suç isnadı bile yok ortada eğer tutuklanırlarsa muhtemelen ancak aylar sonra,34
1,için bu tür kaçak yapılarda eğitim görmeye mahkûm edilmemelidir buradaki suç devletin başında olan iktidarın başka konulara ayırdığı ekonomik varlığı çocuklarımızın,18
1,fazla uzatmak istemiyorum elbette çocukların ölmesine karşıyız ama çocuklar da suç işleyebilirler çocukların yargılanmasıyla ilgili usul hukukları niçin icra ediliyor niçin,36
1,yapıyoruz böyle bakıldığı zaman engi n özkoç sakarya hangi çocuk suç işledi özlem zengi n tokat o yüzden tek başına yaş,19
1,kastediyor engi n özkoç sakarya sanki adalet karşısında yargılanıp da suç almış gibi yargıda suçlanmış gibi burada konuşuyor olması en azından,19
1,engi n özkoç sakarya ölen bir çocuk mahkemede yargılanmamıştır ve suç kesinleşmemiştir böyle özlem zengi n tokat ben ne söylediğimi gayet,19
1,e ve sayın baluken e söyledikleri sözler dışında herhangi bir suç isnat edilmemesine rağmen aldıkları bu ceza doğrudan doğruya ifade özgürlüğüne,25
1,yapılmış bir konuşmanın üç yıl sonra zaten soruşturma konusu olması suç ceza ilişkisi açısından kabul edilemez bir durumdur kaldı ki bu,20
1,çatısı altında yapılan bu lobicilik faaliyetine i yi parti olarak suç ortağı olmaktan hicap duyuyoruz mesele ülkemiz insanına potansiyeline inanan saygı,6
1,stanbul bağlıyorum dolayısıyla bunu eleştirebilir iktidar ittifakı ama bunu bir suç gibi yansıtmaya çalışması dediğim gibi demokratik siyasetten nasibini almamış olmak,25
1,özgürlüğü olarak nitelendirilemez ve hem ulusal hem de uluslararası metinlerde suç teşkil eder bu tutumuyla belediye başkanı görevini kötüye kullanmaktadır mikrofon,9
1,aldıkları için onlar için yargılama bitti ama aynı iddianamede aynı suç isnadıyla yargılanan diğer gazeteciler ise adaleti yargıtayda arayabiliyor yargı sistemindeki,22
1,kaldıkları tespit edildi sağlık raporları için uğraşılıyor bu konuda gereken suç duyurularını da yapacağız gerçekten işkence insanlık suçudur bunun da zaman,33
1,değerli arkadaşlar devam edin erhan usta samsun nihayetinde annesi babası suç işlemiş olsa da bu çocuklar bizim çocuklarımızdır çocuklarımızı toplumumuza kazandırmamız,8
1,hayatı normal devam eden insanların bir yere kaçma durumu yok suç işleme suçüstü durumu yok ama evlerindeki baskınlarda evleri darmadağın edilmekle,18
1,dare de hukuk devleti sınırları içerisinde bir şüphe varsa bir suç şüphesi varsa herkese operasyon yapmaya ve yargı önünde bu suçun,28
1,bu herkes için geçerlidir 81 milyon insanımızın tamamıyla ilgili bir suç söz konusuysa hukuk devletinin kuralları herkes için caridir ve kanun,10
1,ilgili a b c d e fark etmez hukuk düzeninde suç işleyen her kim olursa ve teröre bulaşırsa ister a olsun,36
1,tarihinde kanuna aykırı toplantı ve yürüyüşlere silahsız katılarak dağılmama gibi suç isnat edilerek mehmet ali alabora osman kavala gibi ünlülerin de,18
1,siyasetin yargıyı konuşma şeklinden kaynaklanan korku yargı mensuplarının içinde hiçbir suç unsuru olmadığını bildikleri hâlde dosyalarla ilgili kendilerinin fetö cü olmakla,18
1,utancı hâline gelmesin diye dikkat çekmeye çalıştığım bir yeridir hiçbir suç unsuru olmadığı hâlde bir dünya adam sadece yargı mensuplarının siyasetin,33
1,üzerinden yargılama şu anda devam ediyor sendika temsilcilerinin işçilerle görüşmesi suç gibi tarif edilmiş ve aynen şu ifadeler geçiyor sözde sendika,18
1,çünkü hepiniz fetö cüsünüz zaten doğuştan ali şeker i stanbul suç ortaklığınız vardı da afişe olmasın diye mi yapıyorsunuz şenol bal,18
1,alanınızı daraltmaktır sizi eleştirmektir doğru politikalara yöneltmektir sizi bunun neresi suç oluyor ya bunu niye eleştiriyorsunuz ikide bir beğenmeyebilirsiniz yaptık bunu,17
1,gibi sebeplerle yetim kalıyor her 24 saatte 6 bin çocuk suç örgütleri tarafından kaçırılıyor yılda 2 5 milyon çocuk satılıyor her,18
1,oluşturduğunuz iklim ne demek şimdi eğer bir olayla bir arızi suç teşkil eden hiçbirimizin kabul etmeyeceği ve sonuna kadar cezalandırılması için,20
1,r i stanbul ankara barosuna her yere başvurmuş betül zeybek suç duyurusunda bulunmuş ankara cumhuriyet başsavcılığına ve henüz hiçbir cevap alamamış,1
1,yakın zamanda da gördük daha önce de örnekleri olan organize suç çetesinin başı olmaktan hüküm almış biri resmen bir iç savaş,20
1,bir gazeteciye yönelik seni bugüne kadar öldürmemiş olmam bile benim suç örgütü lideri olmadığımın en büyük kanıtıdır demişti sonuç suç unsuru,34
1,benim suç örgütü lideri olmadığımın en büyük kanıtıdır demişti sonuç suç unsuru oluşmadığından beraat olarak bitti yine aynı kişi yakın bir,22
1,arkadaşlar kişiye göre hukuk duruma göre hukuk belirlenemez kişiye göre suç kişiye göre bir yaptırım uygulanamaz ve yaptırım içerisinde yaptırım uygulamak,28
1,ypg liler buradan geçiş yaparken onlara yemek ısmarlayıp gönderdiniz sizler suç ortağısınız birbirinizi çok kırıyorsunuz ben de onu seyrediyorum teşekkür ediyorum,18
1,severim ama demiş sayın öcalan demeyi ve pkk bayrağı açmayı suç olmaktan çıkardık demiş muhammed levent bülbül sakarya oraya söyle onu,18
1,raporların verilerine göre 2017 yılında bir önceki yıla kıyasla somali suç şebekelerinin hâlâ karmaşık saldırılar yapabildiğini göstermiştir korsanlığın kıyı devletleri ve,30
1,yine hiçbir açıklama yapılmadı kimdir sedat peker sedat peker organize suç örgütünün sözde lideridir yine geçen hafta çubuk ta şehidimizin cenazesinde,18
1,gerekenleri ifade ettiler şimdi muvazaa tabii iddialı bir ifade bir suç biz muvazaalı bir iş yapmaktan imtina ederiz niçin muvazaalı iş,17
1,var olmaya devam edecekler ve onlar da bakanlıkların yönetilmesinde bir suç bir yanlışlık bir kanunsuzluk anlamına gelmiyor çok tabii bir şey,17
1,kullanmayalım artık bir şeyi kanun hükmünde kararnameyle yapmış olmak bir suç olmuyor daha evvel zaten kanun hükmünde kararnamenin hukuki altlığı vardı,25
1,umuttu dolayısıyla sadece iktidar böyle istiyor diye bu umuttan bir suç çıkarmanın mümkün olmadığını düşünüyoruz ayrıca yargılanması gerekenler taksim dayanışması ya,3
1,işte akp mhp ysk seçim iş birliği ifadeleri kullanılıyor hatta suç örgütü gibi ifadeler de kullanıldı mikrofon otomatik cihaz tarafından kapatıldı,20
1,ediyor 15 yaşındaki çocuk sosyal medya paylaşımlarından cezaevinde yatıyor gazetecilik suç değil diye yazan üniversite öğrencisi tutuklanıyor sizin iktidarınızda insanlar serseri,22
1,yazan hem resmeden zehra doğan ın üretmesine engel olamayacaksınız gazetecilik suç değildir başlıklı makale yazdı diye tutukladığınız gazetecilik öğrencisi berivan ı,22
1,bertaraf edilmesi ortadan kaldırılması gerekir normal yurttaş ceza yasasında bir suç için fiil aranması şartken düşmanla savaş hukukunda bir fiil olmasa,18
1,düşüncelerini savunmayan her kişi yada grup terörist ilan edilir dün suç sayılmayan eylem ya da sözler yasal düzenlemede herhangi bir değişiklik,18
1,ya da sözler yasal düzenlemede herhangi bir değişiklik olmamasına rağmen suç hâline getirilir bugün yaşadığımız örneklerdeki gibi gençay gürsoy a şebnem,33
1,ve birçok akademisyene barışı savundukları için verilen cezalar gibi yasada suç olan eylem ve sözler ise iktidar ve yandaşları için asla,17
1,olan eylem ve sözler ise iktidar ve yandaşları için asla suç olmaz asla cezalandırılmazlar hukuk kuralları görünüşte vardır ancak gerçekte uygulanmaz,33
1,için eşim fetö cü ya da pkk li olabilir savcılığa suç duyurusunda bulunulmasını istiyorum der ve mahkeme suç duyurusunda bulunur zira,18
1,li olabilir savcılığa suç duyurusunda bulunulmasını istiyorum der ve mahkeme suç duyurusunda bulunur zira kokteyl örgüte üye olmak siyasi davalarda olağan,16
1,önemlisi de cezasızlıkla mücadele etmek gibi pek çok mesleki faaliyet suç sayılmaktadır silahlı örgüte yardım ve örgüt üyeliğiyle sıklıkla da tmk,18
1,yürütülen soruşturmada ve duruşmada en çok 3 avukat hazır bulunabilir suç işlemek amacıyla örgüt kurma silahlı örgüt kurma yönetme ile terör,12
1,sırasında da ben mazlumder başkanıydım ve gazze katliamıyla ilgili evrensel suç ilkesine göre bir suç duyurusu yaptık ve hatta adalet bakanlığının,21
1,başkanıydım ve gazze katliamıyla ilgili evrensel suç ilkesine göre bir suç duyurusu yaptık ve hatta adalet bakanlığının savcılığın soruşturma isteğine izin,21
1,çöküyor on binlerce kişiye karşı cumhurbaşkanına hakaretten dava açılıyor gazetecilik suç değildir diyen gazeteci berivan bila eskiden reis denince aklıma temel,9
1,dan gelen barışçıl ve çözüm yanlısı mesajlarla büyüyordu hükûmetin sonradan suç ve cezaya konu edeceği görüşmelerden anladık ki öcalan ve kürt,18
1,bu insan türk veya müslüman olduklarıyla ilgili değil haklarında kuvvetli suç şüphesi olanlar varsa onların hem ulusal güvenliğimiz açısından hem de,25
1,psikolojisi yaşamı üzerindeki durumunu anlattı ve bunun insanlığa karşı bir suç olduğunu da ben ekleyeyim uluslararası mahkeme kararlarıyla yelda erol gökcan,18
